County_Code,County_Name,Year,Deaths,Population
01001,"Autauga County, AL",2010,433,54571
01003,"Baldwin County, AL",2010,1798,182265
01005,"Barbour County, AL",2010,283,27457
01007,"Bibb County, AL",2010,225,22915
01009,"Blount County, AL",2010,542,57322
01011,"Bullock County, AL",2010,132,10914
01013,"Butler County, AL",2010,272,20947
01015,"Calhoun County, AL",2010,1383,118572
01017,"Chambers County, AL",2010,446,34215
01019,"Cherokee County, AL",2010,307,25989
01021,"Chilton County, AL",2010,458,43643
01023,"Choctaw County, AL",2010,158,13859
01025,"Clarke County, AL",2010,313,25833
01027,"Clay County, AL",2010,176,13932
01029,"Cleburne County, AL",2010,184,14972
01031,"Coffee County, AL",2010,512,49948
01033,"Colbert County, AL",2010,694,54428
01035,"Conecuh County, AL",2010,167,13228
01037,"Coosa County, AL",2010,148,11539
01039,"Covington County, AL",2010,477,37765
01041,"Crenshaw County, AL",2010,167,13906
01043,"Cullman County, AL",2010,911,80406
01045,"Dale County, AL",2010,448,50251
01047,"Dallas County, AL",2010,516,43820
01049,"DeKalb County, AL",2010,749,71109
01051,"Elmore County, AL",2010,719,79303
01053,"Escambia County, AL",2010,425,38319
01055,"Etowah County, AL",2010,1379,104430
01057,"Fayette County, AL",2010,251,17241
01059,"Franklin County, AL",2010,400,31704
01061,"Geneva County, AL",2010,332,26790
01063,"Greene County, AL",2010,90,9045
01065,"Hale County, AL",2010,198,15760
01067,"Henry County, AL",2010,207,17302
01069,"Houston County, AL",2010,983,101547
01071,"Jackson County, AL",2010,631,53227
01073,"Jefferson County, AL",2010,6833,658466
01075,"Lamar County, AL",2010,201,14564
01077,"Lauderdale County, AL",2010,1082,92709
01079,"Lawrence County, AL",2010,382,34339
01081,"Lee County, AL",2010,815,140247
01083,"Limestone County, AL",2010,651,82782
01085,"Lowndes County, AL",2010,145,11299
01087,"Macon County, AL",2010,238,21452
01089,"Madison County, AL",2010,2632,334811
01091,"Marengo County, AL",2010,251,21027
01093,"Marion County, AL",2010,431,30776
01095,"Marshall County, AL",2010,1033,93019
01097,"Mobile County, AL",2010,4062,412992
01099,"Monroe County, AL",2010,287,23068
01101,"Montgomery County, AL",2010,1982,229363
01103,"Morgan County, AL",2010,1258,119490
01105,"Perry County, AL",2010,149,10591
01107,"Pickens County, AL",2010,255,19746
01109,"Pike County, AL",2010,321,32899
01111,"Randolph County, AL",2010,298,22913
01113,"Russell County, AL",2010,560,52947
01115,"St. Clair County, AL",2010,766,83593
01117,"Shelby County, AL",2010,1158,195085
01119,"Sumter County, AL",2010,149,13763
01121,"Talladega County, AL",2010,876,82291
01123,"Tallapoosa County, AL",2010,508,41616
01125,"Tuscaloosa County, AL",2010,1588,194656
01127,"Walker County, AL",2010,913,67023
01129,"Washington County, AL",2010,212,17581
01131,"Wilcox County, AL",2010,143,11670
01133,"Winston County, AL",2010,345,24484
02013,"Aleutians East Borough, AK",2010,Suppressed,3141
02016,"Aleutians West Census Area, AK",2010,11,5561
02020,"Anchorage Borough, AK",2010,1424,291826
02050,"Bethel Census Area, AK",2010,101,17013
02060,"Bristol Bay Borough, AK",2010,10,997
02068,"Denali Borough, AK",2010,Suppressed,1826
02070,"Dillingham Census Area, AK",2010,37,4847
02090,"Fairbanks North Star Borough, AK",2010,391,97581
02100,"Haines Borough, AK",2010,14,2508
02105,"Hoonah-Angoon Census Area, AK",2010,Missing,Missing
02110,"Juneau Borough, AK",2010,145,31275
02122,"Kenai Peninsula Borough, AK",2010,382,55400
02130,"Ketchikan Gateway Borough, AK",2010,94,13477
02150,"Kodiak Island Borough, AK",2010,54,13592
02164,"Lake and Peninsula Borough, AK",2010,11,1631
02170,"Matanuska-Susitna Borough, AK",2010,485,88995
02180,"Nome Census Area, AK",2010,81,9492
02185,"North Slope Borough, AK",2010,51,9430
02188,"Northwest Arctic Borough, AK",2010,43,7523
02195,"Petersburg Borough/Census Area, AK",2010,Missing,Missing
02198,"Prince of Wales-Hyder Census Area, AK",2010,Missing,Missing
02201,"Prince of Wales-Outer Ketchikan Census Area, AK",2010,37,5559
