County_Code,County_Name,Year,Deaths,Population
01001,"Autauga County, AL",1969,191,23855
01003,"Baldwin County, AL",1969,523,58993
01005,"Barbour County, AL",1969,275,22288
01007,"Bibb County, AL",1969,149,13739
01009,"Blount County, AL",1969,243,26303
01011,"Bullock County, AL",1969,159,12109
01013,"Butler County, AL",1969,271,22167
01015,"Calhoun County, AL",1969,905,103037
01017,"Chambers County, AL",1969,423,36499
01019,"Cherokee County, AL",1969,161,15055
01021,"Chilton County, AL",1969,310,24947
01023,"Choctaw County, AL",1969,192,16682
01025,"Clarke County, AL",1969,288,27363
01027,"Clay County, AL",1969,157,12468
01029,"Cleburne County, AL",1969,117,10821
01031,"Coffee County, AL",1969,308,34161
01033,"Colbert County, AL",1969,489,49166
01035,"Conecuh County, AL",1969,180,15596
01037,"Coosa County, AL",1969,119,10634
01039,"Covington County, AL",1969,455,33826
01041,"Crenshaw County, AL",1969,187,13136
01043,"Cullman County, AL",1969,518,51331
01045,"Dale County, AL",1969,312,52872
01047,"Dallas County, AL",1969,590,55178
01049,"DeKalb County, AL",1969,441,41055
01051,"Elmore County, AL",1969,339,33579
01053,"Escambia County, AL",1969,361,34893
01055,"Etowah County, AL",1969,979,93825
01057,"Fayette County, AL",1969,182,16342
01059,"Franklin County, AL",1969,262,23613
01061,"Geneva County, AL",1969,249,21783
01063,"Greene County, AL",1969,149,10905
01065,"Hale County, AL",1969,204,16093
01067,"Henry County, AL",1969,168,13157
01069,"Houston County, AL",1969,607,55698
01071,"Jackson County, AL",1969,380,38450
01073,"Jefferson County, AL",1969,6649,642983
01075,"Lamar County, AL",1969,179,14139
01077,"Lauderdale County, AL",1969,605,67038
01079,"Lawrence County, AL",1969,204,27158
01081,"Lee County, AL",1969,501,61143
01083,"Limestone County, AL",1969,361,41536
01085,"Lowndes County, AL",1969,130,12716
01087,"Macon County, AL",1969,273,24655
01089,"Madison County, AL",1969,1046,185530
01091,"Marengo County, AL",1969,274,24213
01093,"Marion County, AL",1969,250,22848
01095,"Marshall County, AL",1969,495,53297
01097,"Mobile County, AL",1969,2719,314397
01099,"Monroe County, AL",1969,272,20799
01101,"Montgomery County, AL",1969,1823,166990
01103,"Morgan County, AL",1969,664,75647
01105,"Perry County, AL",1969,160,15416
01107,"Pickens County, AL",1969,228,20315
01109,"Pike County, AL",1969,327,25131
01111,"Randolph County, AL",1969,231,18230
01113,"Russell County, AL",1969,545,45421
01115,"St. Clair County, AL",1969,276,27111
01117,"Shelby County, AL",1969,336,36939
01119,"Sumter County, AL",1969,217,17801
01121,"Talladega County, AL",1969,702,65802
01123,"Tallapoosa County, AL",1969,421,33969
01125,"Tuscaloosa County, AL",1969,958,114393
01127,"Walker County, AL",1969,624,54948
01129,"Washington County, AL",1969,150,16154
01131,"Wilcox County, AL",1969,171,16331
01133,"Winston County, AL",1969,174,16108
02900,"Entire State, AK",1969,1303,295940
04001,"Apache County, AZ",1969,267,31278
04003,"Cochise County, AZ",1969,467,59377
04005,"Coconino County, AZ",1969,246,46070
04007,"Gila County, AZ",1969,269,28407
