State_Code,State_Name,Year,Deaths,Population
01,Alabama,1984,36536,3952400
02,Alaska,1984,1929,515014
04,Arizona,1984,23972,3072024
05,Arkansas,1984,23595,2320088
06,California,1984,195531,25881851
08,Colorado,1984,20394,3172473
09,Connecticut,1984,27851,3182426
10,Delaware,1984,5098,611723
11,District of Columbia,1984,6762,635294
12,Florida,1984,115227,11055366
13,Georgia,1984,46595,5837719
15,Hawaii,1984,5640,1029123
16,Idaho,1984,7251,989800
17,Illinois,1984,100911,11415352
18,Indiana,1984,47449,5456941
19,Iowa,1984,27020,2857249
20,Kansas,1984,22307,2424856
21,Kentucky,1984,33631,3693321
22,Louisiana,1984,35741,4402961
23,Maine,1984,10873,1155952
24,Maryland,1984,35466,4369622
25,Massachusetts,1984,55332,5846449
26,Michigan,1984,76588,9051129
27,Minnesota,1984,33766,4158462
28,Mississippi,1984,23939,2577540
29,Missouri,1984,49131,4975430
30,Montana,1984,6711,820809
31,Nebraska,1984,14673,1588722
32,Nevada,1984,6755,925490
33,New Hampshire,1984,8039,977486
34,New Jersey,1984,69437,7521394
35,New Mexico,1984,9562,1417741
36,New York,1984,170762,17760104
37,North Carolina,1984,51046,6166516
38,North Dakota,1984,5546,680312
39,Ohio,1984,96996,10736395
40,Oklahoma,1984,29343,3285285
41,Oregon,1984,23162,2665575
42,Pennsylvania,1984,122009,11817071
44,Rhode Island,1984,9435,962417
45,South Carolina,1984,26374,3272398
46,South Dakota,1984,6533,697364
47,Tennessee,1984,42334,4686096
48,Texas,1984,117021,16025603
49,Utah,1984,8997,1620861
50,Vermont,1984,4532,526832
51,Virginia,1984,44310,5648358
53,Washington,1984,33814,4345120
54,West Virginia,1984,19207,1925468
55,Wisconsin,1984,41047,4736891
56,Wyoming,1984,3189,504323
US,US,1984,2039369,235955196
