State_Code,State_Name,Year,Deaths,Population
01,Alabama,2021,68889,5039877
02,Alaska,2021,6208,732673
04,Arizona,2021,81442,7276316
05,Arkansas,2021,40070,3025891
06,California,2021,333249,39237836
08,Colorado,2021,48281,5812069
09,Connecticut,2021,34333,3605597
10,Delaware,2021,11296,1003384
11,District of Columbia,2021,5833,670050
12,Florida,2021,261369,21781128
13,Georgia,2021,112272,10799566
15,Hawaii,2021,12816,1441553
16,Idaho,2021,18346,1900923
17,Illinois,2021,125048,12671469
18,Indiana,2021,78317,6805985
19,Iowa,2021,34215,3193079
20,Kansas,2021,32029,2934582
21,Kentucky,2021,60303,4509394
22,Louisiana,2021,57533,4624047
23,Maine,2021,17269,1372247
24,Maryland,2021,58117,6165129
25,Massachusetts,2021,63115,6984723
26,Michigan,2021,117782,10050811
27,Minnesota,2021,51640,5707390
28,Mississippi,2021,41085,2949965
29,Missouri,2021,73847,6168187
30,Montana,2021,12707,1104271
31,Nebraska,2021,18925,1963692
32,Nevada,2021,32923,3143991
33,New Hampshire,2021,14198,1388992
34,New Jersey,2021,84032,9267130
35,New Mexico,2021,25300,2115877
36,New York,2021,181360,19835913
37,North Carolina,2021,118093,10551162
38,North Dakota,2021,7266,774948
39,Ohio,2021,147635,11780017
40,Oklahoma,2021,50945,3986639
41,Oregon,2021,44989,4246155
42,Pennsylvania,2021,155390,12964056
44,Rhode Island,2021,11243,1095610
45,South Carolina,2021,65422,5190705
46,South Dakota,2021,9185,895376
47,Tennessee,2021,91130,6975218
48,Texas,2021,267651,29527941
49,Utah,2021,22569,3337975
50,Vermont,2021,6877,645570
51,Virginia,2021,85940,8642274
53,Washington,2021,68689,7738692
54,West Virginia,2021,29503,1782959
55,Wisconsin,2021,60973,5895908
56,Wyoming,2021,6582,578803
US,US,2021,3464231,331893745
