State_Code,State_Name,Year,Deaths,Population
01,Alabama,1985,37603,3974101
02,Alaska,1985,2068,533411
04,Arizona,1985,24619,3190632
05,Arkansas,1985,24137,2328082
06,California,1985,201911,26488512
08,Colorado,1985,20236,3211081
09,Connecticut,1985,28170,3204314
10,Delaware,1985,5475,618730
11,District of Columbia,1985,6981,636435
12,Florida,1985,121108,11368628
13,Georgia,1985,48657,5968250
15,Hawaii,1985,5825,1040309
16,Idaho,1985,7115,993122
17,Illinois,1985,102279,11405963
18,Indiana,1985,48195,5460017
19,Iowa,1985,27834,2828452
20,Kansas,1985,22057,2427892
21,Kentucky,1985,34865,3693608
22,Louisiana,1985,37029,4410832
23,Maine,1985,11420,1163300
24,Maryland,1985,36620,4418431
25,Massachusetts,1985,55593,5888059
26,Michigan,1985,78722,9080608
27,Minnesota,1985,34801,4185589
28,Mississippi,1985,24691,2587595
29,Missouri,1985,50368,5002627
30,Montana,1985,6724,821606
31,Nebraska,1985,14903,1584368
32,Nevada,1985,7236,951751
33,New Hampshire,1985,8483,998254
34,New Jersey,1985,71128,7574114
35,New Mexico,1985,9763,1439684
36,New York,1985,172117,17812033
37,North Carolina,1985,52988,6258979
38,North Dakota,1985,5628,676853
39,Ohio,1985,98941,10736928
40,Oklahoma,1985,29782,3269949
41,Oregon,1985,23896,2672205
42,Pennsylvania,1985,123854,11776308
44,Rhode Island,1985,9647,969638
45,South Carolina,1985,27099,3304946
46,South Dakota,1985,6603,698330
47,Tennessee,1985,43226,4717235
48,Texas,1985,118336,16294915
49,Utah,1985,9049,1641813
50,Vermont,1985,4662,530151
51,Virginia,1985,45277,5721491
53,Washington,1985,34504,4402035
54,West Virginia,1985,19444,1905477
55,Wisconsin,1985,41492,4749522
56,Wyoming,1985,3279,499098
US,US,1985,2086440,238116263
