State_Code,State_Name,Year,Deaths,Population
01,Alabama,1982,35002,3925924
02,Alaska,1982,1785,451672
04,Arizona,1982,21969,2896090
05,Arkansas,1982,22419,2294665
06,California,1982,188471,24870183
08,Colorado,1982,19649,3068025
09,Connecticut,1982,26838,3141181
10,Delaware,1982,5104,599565
11,District of Columbia,1982,6713,636098
12,Florida,1982,108584,10487366
13,Georgia,1982,44179,5652656
15,Hawaii,1982,5188,995925
16,Idaho,1982,6957,973832
17,Illinois,1982,100501,11432454
18,Indiana,1982,46630,5468160
19,Iowa,1982,26890,2887872
20,Kansas,1982,21804,2403605
21,Kentucky,1982,32990,3683426
22,Louisiana,1982,35776,4359915
23,Maine,1982,10472,1137158
24,Maryland,1982,34098,4288914
25,Massachusetts,1982,52946,5777189
26,Michigan,1982,75694,9116004
27,Minnesota,1982,32978,4134565
28,Mississippi,1982,23283,2558332
29,Missouri,1982,48277,4932516
30,Montana,1982,6631,804762
31,Nebraska,1982,14577,1583033
32,Nevada,1982,6368,882729
33,New Hampshire,1982,7616,948559
34,New Jersey,1982,67621,7436116
35,New Mexico,1982,9248,1366486
36,New York,1982,167405,17606044
37,North Carolina,1982,48551,6022244
38,North Dakota,1982,5390,669903
39,Ohio,1982,94473,10761581
40,Oklahoma,1982,29350,3213698
41,Oregon,1982,21614,2664744
42,Pennsylvania,1982,118817,11853261
44,Rhode Island,1982,8988,954795
45,South Carolina,1982,25070,3209765
46,South Dakota,1982,6595,691342
47,Tennessee,1982,40292,4646503
48,Texas,1982,111319,15366008
49,Utah,1982,8515,1559272
50,Vermont,1982,4490,519544
51,Virginia,1982,41904,5498214
53,Washington,1982,32300,4280029
54,West Virginia,1982,18994,1948421
55,Wisconsin,1982,40281,4731560
56,Wyoming,1982,3191,507270
US,US,1982,1974797,231899175
