State_Code,State_Name,Year,Deaths,Population
01,Alabama,1980,35542,3898117
02,Alaska,1980,1714,403594
04,Arizona,1980,21367,2725485
05,Arkansas,1980,22744,2288599
06,California,1980,186624,23729183
08,Colorado,1980,18956,2896401
09,Connecticut,1980,27275,3109321
10,Delaware,1980,5044,595519
11,District of Columbia,1980,7108,640822
12,Florida,1980,104670,9764074
13,Georgia,1980,44262,5472448
15,Hawaii,1980,4981,967282
16,Idaho,1980,6763,945395
17,Illinois,1980,102935,11448136
18,Indiana,1980,47345,5494918
19,Iowa,1980,27120,2917312
20,Kansas,1980,22034,2368222
21,Kentucky,1980,33796,3663841
22,Louisiana,1980,35651,4215763
23,Maine,1980,10800,1125413
24,Maryland,1980,34016,4222450
25,Massachusetts,1980,55070,5742222
26,Michigan,1980,75187,9270570
27,Minnesota,1980,33366,4082304
28,Mississippi,1980,23656,2525447
29,Missouri,1980,49660,4924814
30,Montana,1980,6666,788004
31,Nebraska,1980,14474,1572604
32,Nevada,1980,5896,802587
33,New Hampshire,1980,7647,921857
34,New Jersey,1980,68943,7369031
35,New Mexico,1980,9093,1306062
36,New York,1980,172853,17569902
37,North Carolina,1980,48440,5885456
38,North Dakota,1980,5596,653755
39,Ohio,1980,98421,10809348
40,Oklahoma,1980,28234,3030739
41,Oregon,1980,21798,2636626
42,Pennsylvania,1980,123594,11873224
44,Rhode Island,1980,9325,948005
45,South Carolina,1980,25154,3126100
46,South Dakota,1980,6556,692365
47,Tennessee,1980,40774,4595143
48,Texas,1980,108180,14268965
49,Utah,1980,8120,1464846
50,Vermont,1980,4582,512144
51,Virginia,1980,42506,5353138
53,Washington,1980,32007,4138795
54,West Virginia,1980,19237,1949995
55,Wisconsin,1980,40838,4711208
56,Wyoming,1980,3221,471153
US,US,1980,1989841,226888704
