State_Code,State_Name,Year,Deaths,Population
01,Alabama,1990,39381,4043643
02,Alaska,1990,Missing,Missing
04,Arizona,1990,28789,3670009
05,Arkansas,1990,24652,2352527
06,California,1990,214369,29829422
08,Colorado,1990,21583,3295529
09,Connecticut,1990,27607,3287825
10,Delaware,1990,5764,666780
11,District of Columbia,1990,7313,609615
12,Florida,1990,134385,12952277
13,Georgia,1990,51810,6483380
15,Hawaii,1990,6782,1109946
16,Idaho,1990,7452,1006693
17,Illinois,1990,103006,11443138
18,Indiana,1990,49569,5546819
19,Iowa,1990,26884,2776587
20,Kansas,1990,22279,2477805
21,Kentucky,1990,35078,3687389
22,Louisiana,1990,37571,4222456
23,Maine,1990,11106,1227806
24,Maryland,1990,38413,4784119
25,Massachusetts,1990,53179,6018936
26,Michigan,1990,78744,9297733
27,Minnesota,1990,34776,4374144
28,Mississippi,1990,25127,2575063
29,Missouri,1990,50377,5119810
30,Montana,1990,6861,798774
31,Nebraska,1990,14769,1578064
32,Nevada,1990,9318,1202941
33,New Hampshire,1990,8488,1109074
34,New Jersey,1990,70383,7735834
35,New Mexico,1990,10625,1515717
36,New York,1990,168936,18010739
37,North Carolina,1990,57315,6633506
38,North Dakota,1990,5678,638325
39,Ohio,1990,98822,10850094
40,Oklahoma,1990,30378,3146136
41,Oregon,1990,25136,2843155
42,Pennsylvania,1990,121951,11886559
44,Rhode Island,1990,9576,1004026
45,South Carolina,1990,29715,3489605
46,South Dakota,1990,6326,695805
47,Tennessee,1990,46315,4880859
48,Texas,1990,125479,17008748
49,Utah,1990,9192,1723370
50,Vermont,1990,4595,562489
51,Virginia,1990,48013,6191428
53,Washington,1990,37087,4868410
54,West Virginia,1990,19385,1794262
55,Wisconsin,1990,42733,4891217
56,Wyoming,1990,3203,453541
US,US,1990,2148463,248922111
