State_Code,State_Name,Year,Deaths,Population
01,Alabama,1987,37708,4017181
02,Alaska,1987,2055,538774
04,Arizona,1987,26969,3444621
05,Arkansas,1987,24429,2343274
06,California,1987,209424,27834578
08,Colorado,1987,21093,3261010
09,Connecticut,1987,28327,3251130
10,Delaware,1987,5603,637508
11,District of Columbia,1987,7430,639144
12,Florida,1987,127290,12014726
13,Georgia,1987,50199,6216909
15,Hawaii,1987,6224,1069296
16,Idaho,1987,7343,983879
17,Illinois,1987,102314,11400420
18,Indiana,1987,48906,5472984
19,Iowa,1987,27234,2765297
20,Kansas,1987,22113,2445357
21,Kentucky,1987,34598,3683045
22,Louisiana,1987,36443,4343172
23,Maine,1987,11282,1184645
24,Maryland,1987,38034,4571635
25,Massachusetts,1987,55599,5941484
26,Michigan,1987,79622,9192919
27,Minnesota,1987,34524,4234621
28,Mississippi,1987,24634,2588225
29,Missouri,1987,50695,5057592
30,Montana,1987,6613,804102
31,Nebraska,1987,14827,1565620
32,Nevada,1987,7884,1024508
33,New Hampshire,1987,8417,1056137
34,New Jersey,1987,72181,7682247
35,New Mexico,1987,10344,1479456
36,New York,1987,173567,17896387
37,North Carolina,1987,55316,6410298
38,North Dakota,1987,5483,660408
39,Ohio,1987,99240,10761881
40,Oklahoma,1987,29290,3206611
41,Oregon,1987,24265,2700862
42,Pennsylvania,1987,125436,11816661
44,Rhode Island,1987,9703,990695
45,South Carolina,1987,28493,3383016
46,South Dakota,1987,6672,695832
47,Tennessee,1987,44919,4786279
48,Texas,1987,120022,16635523
49,Utah,1987,9120,1677020
50,Vermont,1987,4768,540359
51,Virginia,1987,46665,5938705
53,Washington,1987,35022,4532945
54,West Virginia,1987,19767,1856624
55,Wisconsin,1987,42172,4776638
56,Wyoming,1987,3045,475750
US,US,1987,2123323,242487990
