State_Code,State_Name,Year,Deaths,Population
01,Alabama,1977,34827,3787228
02,Alaska,1977,1615,398155
04,Arizona,1977,18028,2430816
05,Arkansas,1977,21364,2209528
06,California,1977,170399,22391026
08,Colorado,1977,17897,2699679
09,Connecticut,1977,25638,3088150
10,Delaware,1977,4738,595211
11,District of Columbia,1977,7186,684187
12,Florida,1977,91760,8892351
13,Georgia,1977,42691,5215496
15,Hawaii,1977,4436,918145
16,Idaho,1977,6462,886153
17,Illinois,1977,103423,11419932
18,Indiana,1977,47109,5408867
19,Iowa,1977,26770,2917412
20,Kansas,1977,21362,2322007
21,Kentucky,1977,33493,3579702
22,Louisiana,1977,34693,4024858
23,Maine,1977,10069,1105892
24,Maryland,1977,32225,4195712
25,Massachusetts,1977,51814,5742562
26,Michigan,1977,74198,9160259
27,Minnesota,1977,32303,3982696
28,Mississippi,1977,23014,2463589
29,Missouri,1977,48880,4850784
30,Montana,1977,6403,772784
31,Nebraska,1977,14331,1556747
32,Nevada,1977,4876,678842
33,New Hampshire,1977,7268,871864
34,New Jersey,1977,65831,7342995
35,New Mexico,1977,8073,1227515
36,New York,1977,168739,17862261
37,North Carolina,1977,46623,5672523
38,North Dakota,1977,5201,650627
39,Ohio,1977,97045,10777225
40,Oklahoma,1977,26791,2869096
41,Oregon,1977,20481,2442459
42,Pennsylvania,1977,119233,11885806
44,Rhode Island,1977,9068,955035
45,South Carolina,1977,24293,2992625
46,South Dakota,1977,6295,690304
47,Tennessee,1977,39145,4406211
48,Texas,1977,100185,13210567
49,Utah,1977,7617,1323369
50,Vermont,1977,4210,492203
51,Virginia,1977,39939,5208958
53,Washington,1977,29831,3777227
54,West Virginia,1977,19330,1907816
55,Wisconsin,1977,39347,4616214
56,Wyoming,1977,3048,412756
US,US,1977,1899597,219974426
