State_Code,State_Name,Year,Deaths,Population
01,Alabama,2008,47707,4718206
02,Alaska,2008,3494,687455
04,Arizona,2008,45823,6280362
05,Arkansas,2008,29322,2874554
06,California,2008,234766,36604337
08,Colorado,2008,31274,4889730
09,Connecticut,2008,28794,3545579
10,Delaware,2008,7622,883874
11,District of Columbia,2008,5140,580236
12,Florida,2008,170703,18527305
13,Georgia,2008,69640,9504843
15,Hawaii,2008,9501,1332213
16,Idaho,2008,10962,1534320
17,Illinois,2008,103471,12747038
18,Indiana,2008,56752,6424806
19,Iowa,2008,28541,3016734
20,Kansas,2008,24975,2808076
21,Kentucky,2008,41329,4289878
22,Louisiana,2008,41220,4435586
23,Maine,2008,12541,1330509
24,Maryland,2008,43892,5684965
25,Massachusetts,2008,53518,6468967
26,Michigan,2008,88445,9946889
27,Minnesota,2008,38499,5247018
28,Mississippi,2008,28984,2947806
29,Missouri,2008,56578,5923916
30,Montana,2008,8913,976415
31,Nebraska,2008,15461,1796378
32,Nevada,2008,19335,2653630
33,New Hampshire,2008,10268,1315906
34,New Jersey,2008,70026,8711090
35,New Mexico,2008,16005,2010662
36,New York,2008,148698,19212436
37,North Carolina,2008,77283,9309449
38,North Dakota,2008,5871,657569
39,Ohio,2008,109767,11515391
40,Oklahoma,2008,37014,3668976
41,Oregon,2008,31967,3768748
42,Pennsylvania,2008,127462,12612285
44,Rhode Island,2008,9738,1055003
45,South Carolina,2008,40289,4528996
46,South Dakota,2008,7083,799124
47,Tennessee,2008,58820,6247411
48,Texas,2008,164914,24309039
49,Utah,2008,14040,2663029
50,Vermont,2008,5211,624151
51,Virginia,2008,59100,7833496
53,Washington,2008,48627,6562231
54,West Virginia,2008,21557,1840310
55,Wisconsin,2008,46815,5640996
56,Wyoming,2008,4227,546043
US,US,2008,2471984,304093966
