State_Code,State_Name,Year,Deaths,Population
01,Alabama,1974,34737,3627380
02,Alaska,1974,1489,344834
04,Arizona,1974,17050,2225627
05,Arkansas,1974,22226,2100719
06,California,1974,170403,21173032
08,Colorado,1974,17922,2539958
09,Connecticut,1974,26129,3070012
10,Delaware,1974,4986,582444
11,District of Columbia,1974,7848,721455
12,Florida,1974,88015,8313595
13,Georgia,1974,42953,4991975
15,Hawaii,1974,4343,867287
16,Idaho,1974,6460,808689
17,Illinois,1974,108171,11267972
18,Indiana,1974,48269,5345260
19,Iowa,1974,28773,2864525
20,Kansas,1974,22235,2267286
21,Kentucky,1974,33506,3415077
22,Louisiana,1974,33647,3820285
23,Maine,1974,10717,1058587
24,Maryland,1974,32965,4125689
25,Massachusetts,1974,55996,5766566
26,Michigan,1974,76249,9097691
27,Minnesota,1974,33500,3893567
28,Mississippi,1974,23153,2379443
29,Missouri,1974,50652,4783368
30,Montana,1974,6558,737705
31,Nebraska,1974,15025,1537423
32,Nevada,1974,4338,596322
33,New Hampshire,1974,7723,815876
34,New Jersey,1974,67160,7325355
35,New Mexico,1974,8030,1130546
36,New York,1974,176959,18054173
37,North Carolina,1974,46278,5458486
38,North Dakota,1974,5766,634087
39,Ohio,1974,99254,10755416
40,Oklahoma,1974,27237,2732842
41,Oregon,1974,20335,2279739
42,Pennsylvania,1974,122984,11849213
44,Rhode Island,1974,9107,951680
45,South Carolina,1974,24211,2843088
46,South Dakota,1974,6581,680130
47,Tennessee,1974,39425,4200625
48,Texas,1974,99491,12269942
49,Utah,1974,7384,1201191
50,Vermont,1974,4398,472496
51,Virginia,1974,40358,4973785
53,Washington,1974,29827,3545762
54,West Virginia,1974,19558,1813582
55,Wisconsin,1974,40865,4533260
56,Wyoming,1974,3142,364827
US,US,1974,1934388,213209874
