State_Code,State_Name,Year,Deaths,Population
01,Alabama,2005,47090,4569805
02,Alaska,2005,3168,666946
04,Arizona,2005,45827,5839077
05,Arkansas,2005,28055,2781097
06,California,2005,237037,35827943
08,Colorado,2005,29627,4631888
09,Connecticut,2005,29467,3506956
10,Delaware,2005,7472,845150
11,District of Columbia,2005,5483,567136
12,Florida,2005,170791,17842038
13,Georgia,2005,66736,8925922
15,Hawaii,2005,9136,1292729
16,Idaho,2005,10556,1428241
17,Illinois,2005,103974,12609903
18,Indiana,2005,55675,6278616
19,Iowa,2005,27811,2964454
20,Kansas,2005,24682,2745299
21,Kentucky,2005,40223,4182742
22,Louisiana,2005,44355,4576628
23,Maine,2005,12868,1318787
24,Maryland,2005,43892,5592379
25,Massachusetts,2005,53874,6403290
26,Michigan,2005,86867,10051137
27,Minnesota,2005,37535,5119598
28,Mississippi,2005,29196,2905943
29,Missouri,2005,54656,5790300
30,Montana,2005,8528,940102
31,Nebraska,2005,14963,1761497
32,Nevada,2005,19029,2432143
33,New Hampshire,2005,10194,1298492
34,New Jersey,2005,71963,8651974
35,New Mexico,2005,14983,1932274
36,New York,2005,152427,19132610
37,North Carolina,2005,74638,8705407
38,North Dakota,2005,5744,646089
39,Ohio,2005,109031,11463320
40,Oklahoma,2005,36180,3548597
41,Oregon,2005,31091,3613202
42,Pennsylvania,2005,129532,12449990
44,Rhode Island,2005,10007,1067916
45,South Carolina,2005,38707,4270150
46,South Dakota,2005,7086,775493
47,Tennessee,2005,57260,5991057
48,Texas,2005,156457,22778123
49,Utah,2005,13432,2457719
50,Vermont,2005,5066,621215
51,Virginia,2005,57855,7577105
53,Washington,2005,46203,6257305
54,West Virginia,2005,20780,1820492
55,Wisconsin,2005,46709,5546166
56,Wyoming,2005,4099,514157
US,US,2005,2448017,295516599
