State_Code,State_Name,Year,Deaths,Population
01,Alabama,2004,46121,4530729
02,Alaska,2004,3051,659286
04,Arizona,2004,43198,5652404
05,Arkansas,2004,27528,2749686
06,California,2004,232525,35574576
08,Colorado,2004,28309,4575013
09,Connecticut,2004,29314,3496094
10,Delaware,2004,7143,830803
11,District of Columbia,2004,5454,567754
12,Florida,2004,169008,17415318
13,Georgia,2004,65818,8769252
15,Hawaii,2004,9030,1273569
16,Idaho,2004,10028,1391802
17,Illinois,2004,102670,12589773
18,Indiana,2004,54211,6233007
19,Iowa,2004,26897,2953635
20,Kansas,2004,23818,2734373
21,Kentucky,2004,38646,4146101
22,Louisiana,2004,42215,4552238
23,Maine,2004,12443,1313688
24,Maryland,2004,43232,5546935
25,Massachusetts,2004,54511,6412281
26,Michigan,2004,85169,10055315
27,Minnesota,2004,37034,5087713
28,Mississippi,2004,27871,2889010
29,Missouri,2004,53950,5747741
30,Montana,2004,8094,930009
31,Nebraska,2004,14657,1749370
32,Nevada,2004,17929,2346222
33,New Hampshire,2004,10111,1290121
34,New Jersey,2004,71371,8634561
35,New Mexico,2004,14298,1903808
36,New York,2004,152681,19171567
37,North Carolina,2004,72384,8553152
38,North Dakota,2004,5601,644705
39,Ohio,2004,106288,11452251
40,Oklahoma,2004,34483,3525233
41,Oregon,2004,30313,3569463
42,Pennsylvania,2004,127640,12410722
44,Rhode Island,2004,9769,1074579
45,South Carolina,2004,37276,4210921
46,South Dakota,2004,6833,770396
47,Tennessee,2004,55829,5910809
48,Texas,2004,152870,22394023
49,Utah,2004,13331,2401580
50,Vermont,2004,4995,619920
51,Virginia,2004,56550,7475575
53,Washington,2004,44770,6178645
54,West Virginia,2004,20793,1816438
55,Wisconsin,2004,45600,5514026
56,Wyoming,2004,3955,509106
US,US,2004,2397615,292805298
