State_Code,State_Name,Year,Deaths,Population
01,Alabama,2014,50215,4843214
02,Alaska,2014,4128,736705
04,Arizona,2014,51538,6719993
05,Arkansas,2014,30467,2966912
06,California,2014,245929,38680810
08,Colorado,2014,35237,5349648
09,Connecticut,2014,29860,3591873
10,Delaware,2014,8260,934948
11,District of Columbia,2014,4723,659005
12,Florida,2014,185956,19888741
13,Georgia,2014,76887,10087231
15,Hawaii,2014,10767,1416349
16,Idaho,2014,12613,1633532
17,Illinois,2014,105293,12867544
18,Indiana,2014,60940,6595233
19,Iowa,2014,29190,3108030
20,Kansas,2014,25793,2899360
21,Kentucky,2014,44838,4413057
22,Louisiana,2014,43869,4647880
23,Maine,2014,13510,1330719
24,Maryland,2014,45867,5967295
25,Massachusetts,2014,55200,6749911
26,Michigan,2014,93914,9915767
27,Minnesota,2014,41445,5453109
28,Mississippi,2014,30557,2992400
29,Missouri,2014,58320,6060930
30,Montana,2014,9381,1022867
31,Nebraska,2014,15978,1881145
32,Nevada,2014,21793,2833013
33,New Hampshire,2014,11516,1328743
34,New Jersey,2014,71316,8925001
35,New Mexico,2014,17579,2083024
36,New York,2014,149944,19718515
37,North Carolina,2014,85367,9934399
38,North Dakota,2014,6184,739904
39,Ohio,2014,114509,11594408
40,Oklahoma,2014,38464,3877499
41,Oregon,2014,34151,3968371
42,Pennsylvania,2014,128434,12790565
44,Rhode Island,2014,9770,1054480
45,South Carolina,2014,45454,4828430
46,South Dakota,2014,7507,852561
47,Tennessee,2014,64661,6544663
48,Texas,2014,183912,26944751
49,Utah,2014,16719,2941836
50,Vermont,2014,5623,626984
51,Virginia,2014,63598,8317372
53,Washington,2014,52099,7054196
54,West Virginia,2014,22186,1848514
55,Wisconsin,2014,50291,5758377
56,Wyoming,2014,4666,583642
US,US,2014,2626418,318563456
