State_Code,State_Name,Year,Deaths,Population
01,Alabama,1988,39127,4027045
02,Alaska,1988,2064,541504
04,Arizona,1988,27684,3543501
05,Arkansas,1988,24904,2344127
06,California,1988,215485,28538528
08,Colorado,1988,21350,3263281
09,Connecticut,1988,28576,3275681
10,Delaware,1988,5769,648489
11,District of Columbia,1988,7664,633081
12,Florida,1988,131044,12326923
13,Georgia,1988,51627,6325549
15,Hawaii,1988,6075,1081823
16,Idaho,1988,7701,984942
17,Illinois,1988,105250,11404558
18,Indiana,1988,50037,5494747
19,Iowa,1988,27869,2767561
20,Kansas,1988,22992,2462513
21,Kentucky,1988,35616,3680399
22,Louisiana,1988,37601,4290471
23,Maine,1988,11519,1204034
24,Maryland,1988,38655,4664719
25,Massachusetts,1988,56483,5988121
26,Michigan,1988,80147,9220559
27,Minnesota,1988,35447,4296514
28,Mississippi,1988,24834,2581921
29,Missouri,1988,50840,5084041
30,Montana,1988,6781,799194
31,Nebraska,1988,14872,1570938
32,Nevada,1988,8474,1076531
33,New Hampshire,1988,8770,1083938
34,New Jersey,1988,73413,7725411
35,New Mexico,1988,10425,1491143
36,New York,1988,176315,17973645
37,North Carolina,1988,57641,6489369
38,North Dakota,1988,5664,654883
39,Ohio,1988,100127,10802549
40,Oklahoma,1988,30032,3165891
41,Oregon,1988,24810,2742357
42,Pennsylvania,1988,126028,11853242
44,Rhode Island,1988,9723,997406
45,South Carolina,1988,29428,3416448
46,South Dakota,1988,6579,697830
47,Tennessee,1988,45775,4827504
48,Texas,1988,122874,16686059
49,Utah,1988,9224,1690185
50,Vermont,1988,4666,549762
51,Virginia,1988,47608,6044002
53,Washington,1988,36338,4641797
54,West Virginia,1988,19794,1829578
55,Wisconsin,1988,43032,4820818
56,Wyoming,1988,3246,464337
US,US,1988,2167999,244769449
