State_Code,State_Name,Year,Deaths,Population
01,Alabama,1975,33658,3679228
02,Alaska,1975,1529,371084
04,Arizona,1975,16980,2286975
05,Arkansas,1975,21700,2158071
06,California,1975,170687,21548964
08,Colorado,1975,17434,2586234
09,Connecticut,1975,25740,3080526
10,Delaware,1975,4682,588301
11,District of Columbia,1975,7481,711443
12,Florida,1975,87074,8533593
13,Georgia,1975,41363,5053521
15,Hawaii,1975,4350,885427
16,Idaho,1975,6514,832916
17,Illinois,1975,103552,11305605
18,Indiana,1975,46723,5347917
19,Iowa,1975,28097,2880315
20,Kansas,1975,21781,2279704
21,Kentucky,1975,33187,3468209
22,Louisiana,1975,33700,3889528
23,Maine,1975,10273,1072253
24,Maryland,1975,32055,4151738
25,Massachusetts,1975,54015,5754521
26,Michigan,1975,74596,9097733
27,Minnesota,1975,32689,3923380
28,Mississippi,1975,22786,2400734
29,Missouri,1975,49059,4793956
30,Montana,1975,6538,749357
31,Nebraska,1975,14603,1541485
32,Nevada,1975,4479,619539
33,New Hampshire,1975,7220,828531
34,New Jersey,1975,65498,7333189
35,New Mexico,1975,7977,1163117
36,New York,1975,169618,18022195
37,North Carolina,1975,45777,5530369
38,North Dakota,1975,5496,639175
39,Ohio,1975,96385,10763595
40,Oklahoma,1975,27194,2772274
41,Oregon,1975,20176,2324397
42,Pennsylvania,1975,120579,11886651
44,Rhode Island,1975,8898,944504
45,South Carolina,1975,23497,2898414
46,South Dakota,1975,6484,681892
47,Tennessee,1975,38564,4258539
48,Texas,1975,98471,12573557
49,Utah,1975,7530,1237028
50,Vermont,1975,4282,479271
51,Virginia,1975,39553,5052500
53,Washington,1975,29833,3618410
54,West Virginia,1975,19559,1840261
55,Wisconsin,1975,39885,4566799
56,Wyoming,1975,3078,380959
US,US,1975,1892879,215387884
