State_Code,State_Name,Year,Deaths,Population
01,Alabama,1993,41272,4216208
02,Alaska,1993,Missing,Missing
04,Arizona,1993,33321,4066852
05,Arkansas,1993,26531,2457014
06,California,1993,221989,31296016
08,Colorado,1993,23746,3614735
09,Connecticut,1993,29037,3309945
10,Delaware,1993,6150,706719
11,District of Columbia,1993,7191,597713
12,Florida,1993,146699,13932066
13,Georgia,1993,56099,6981614
15,Hawaii,1993,7329,1173765
16,Idaho,1993,8395,1108881
17,Illinois,1993,107193,11816159
18,Indiana,1993,52311,5741125
19,Iowa,1993,27973,2837695
20,Kansas,1993,23631,2557596
21,Kentucky,1993,36869,3813296
22,Louisiana,1993,39593,4319122
23,Maine,1993,11695,1242424
24,Maryland,1993,40373,4972392
25,Massachusetts,1993,55634,6061991
26,Michigan,1993,82570,9542498
27,Minnesota,1993,36450,4556938
28,Mississippi,1993,26399,2656371
29,Missouri,1993,53746,5273201
30,Montana,1993,7472,844978
31,Nebraska,1993,15026,1626390
32,Nevada,1993,11173,1411562
33,New Hampshire,1993,8856,1129567
34,New Jersey,1993,72705,7950885
35,New Mexico,1993,11731,1636911
36,New York,1993,171232,18382546
37,North Carolina,1993,62486,7045119
38,North Dakota,1993,5825,641483
39,Ohio,1993,102696,11103679
40,Oklahoma,1993,32422,3253331
41,Oregon,1993,27602,3061333
42,Pennsylvania,1993,126471,12123137
44,Rhode Island,1993,9786,1014973
45,South Carolina,1993,31963,3664533
46,South Dakota,1993,6782,722507
47,Tennessee,1993,49249,5139306
48,Texas,1993,134664,18170320
49,Utah,1993,10465,1898909
50,Vermont,1993,4957,577924
51,Virginia,1993,51538,6512324
53,Washington,1993,40473,5280598
54,West Virginia,1993,20404,1817927
55,Wisconsin,1993,44506,5088947
56,Wyoming,1993,3490,473228
US,US,1993,2268553,260024637
