State_Code,State_Name,Year,Deaths,Population
01,Alabama,1979,34457,3873403
02,Alaska,1979,1567,404735
04,Arizona,1979,19782,2643879
05,Arkansas,1979,21550,2270804
06,California,1979,177399,23304422
08,Colorado,1979,18450,2854156
09,Connecticut,1979,26053,3101686
10,Delaware,1979,4897,599476
11,District of Columbia,1979,6864,658050
12,Florida,1979,98524,9480731
13,Georgia,1979,43062,5397054
15,Hawaii,1979,4870,952438
16,Idaho,1979,6393,934621
17,Illinois,1979,102227,11440371
18,Indiana,1979,46731,5479304
19,Iowa,1979,26849,2919960
20,Kansas,1979,21150,2351528
21,Kentucky,1979,32482,3646979
22,Louisiana,1979,34771,4148645
23,Maine,1979,10296,1125556
24,Maryland,1979,32747,4227079
25,Massachusetts,1979,52028,5748843
26,Michigan,1979,73701,9257009
27,Minnesota,1979,32089,4043445
28,Mississippi,1979,22985,2511256
29,Missouri,1979,48002,4896275
30,Montana,1979,6476,790598
31,Nebraska,1979,14247,1566773
32,Nevada,1979,5388,766883
33,New Hampshire,1979,7460,912305
34,New Jersey,1979,65745,7376891
35,New Mexico,1979,8722,1283865
36,New York,1979,164508,17642635
37,North Carolina,1979,46675,5805293
38,North Dakota,1979,5361,653417
39,Ohio,1979,94946,10809033
40,Oklahoma,1979,27841,2974068
41,Oregon,1979,21056,2581971
42,Pennsylvania,1979,117402,11882234
44,Rhode Island,1979,9090,957016
45,South Carolina,1979,24363,3090454
46,South Dakota,1979,6345,690740
47,Tennessee,1979,38789,4537642
48,Texas,1979,104921,13916436
49,Utah,1979,7890,1421446
50,Vermont,1979,4179,506115
51,Virginia,1979,40809,5329589
53,Washington,1979,30481,4018920
54,West Virginia,1979,18965,1940160
55,Wisconsin,1979,39183,4671398
56,Wyoming,1979,3073,453287
US,US,1979,1913841,224850874
