State_Code,State_Name,Year,Deaths,Population
01,Alabama,2019,54108,4903185
02,Alaska,2019,4613,731545
04,Arizona,2019,60236,7278717
05,Arkansas,2019,32888,3017804
06,California,2019,269831,39512223
08,Colorado,2019,39390,5758736
09,Connecticut,2019,31745,3565287
10,Delaware,2019,9302,973764
11,District of Columbia,2019,4927,705749
12,Florida,2019,207002,21477737
13,Georgia,2019,85814,10617423
15,Hawaii,2019,11559,1415872
16,Idaho,2019,14430,1787065
17,Illinois,2019,109096,12671821
18,Indiana,2019,66001,6732219
19,Iowa,2019,30867,3155070
20,Kansas,2019,27682,2913314
21,Kentucky,2019,48990,4467673
22,Louisiana,2019,45938,4648794
23,Maine,2019,15065,1344212
24,Maryland,2019,50800,6045680
25,Massachusetts,2019,58630,6892503
26,Michigan,2019,99084,9986857
27,Minnesota,2019,45514,5639632
28,Mississippi,2019,32964,2976149
29,Missouri,2019,62401,6137428
30,Montana,2019,10402,1068778
31,Nebraska,2019,16970,1934408
32,Nevada,2019,25586,3080156
33,New Hampshire,2019,12744,1359711
34,New Jersey,2019,75010,8882190
35,New Mexico,2019,19512,2096829
36,New York,2019,156375,19453561
37,North Carolina,2019,95881,10488084
38,North Dakota,2019,6702,762062
39,Ohio,2019,123717,11689100
40,Oklahoma,2019,40930,3956971
41,Oregon,2019,37370,4217737
42,Pennsylvania,2019,133983,12801989
44,Rhode Island,2019,10256,1059361
45,South Carolina,2019,50962,5148714
46,South Dakota,2019,8270,884659
47,Tennessee,2019,71935,6829174
48,Texas,2019,203362,28995881
49,Utah,2019,18736,3205958
50,Vermont,2019,5956,623989
51,Virginia,2019,70325,8535519
53,Washington,2019,58263,7614893
54,West Virginia,2019,23404,1792147
55,Wisconsin,2019,54189,5822434
56,Wyoming,2019,5121,578759
US,US,2019,2854838,328239523
