State_Code,State_Name,Year,Deaths,Population
01,Alabama,2011,48681,4799918
02,Alaska,2011,3849,722713
04,Arizona,2011,48381,6467163
05,Arkansas,2011,29653,2939493
06,California,2011,239942,37676861
08,Colorado,2011,32563,5118360
09,Connecticut,2011,29526,3589893
10,Delaware,2011,7845,907924
11,District of Columbia,2011,4589,620477
12,Florida,2011,173976,19096952
13,Georgia,2011,71248,9811610
15,Hawaii,2011,9923,1377864
16,Idaho,2011,12027,1584143
17,Illinois,2011,101906,12860012
18,Indiana,2011,58202,6516480
19,Iowa,2011,28184,3065223
20,Kansas,2011,25116,2869503
21,Kentucky,2011,42626,4369354
22,Louisiana,2011,40890,4575404
23,Maine,2011,13001,1328231
24,Maryland,2011,43745,5843603
25,Massachusetts,2011,53710,6611923
26,Michigan,2011,89508,9876213
27,Minnesota,2011,39820,5348562
28,Mississippi,2011,29278,2978162
29,Missouri,2011,55848,6010717
30,Montana,2011,9115,997821
31,Nebraska,2011,15476,1842283
32,Nevada,2011,20343,2718379
33,New Hampshire,2011,10823,1318473
34,New Jersey,2011,70558,8841243
35,New Mexico,2011,16452,2077756
36,New York,2011,149174,19519529
37,North Carolina,2011,79882,9650963
38,North Dakota,2011,5965,685476
39,Ohio,2011,111427,11544824
40,Oklahoma,2011,37175,3786274
41,Oregon,2011,32788,3868031
42,Pennsylvania,2011,128237,12744293
44,Rhode Island,2011,9581,1052451
45,South Carolina,2011,42072,4672637
46,South Dakota,2011,7314,824398
47,Tennessee,2011,60541,6397634
48,Texas,2011,168640,25646389
49,Utah,2011,15266,2816124
50,Vermont,2011,5433,626730
51,Virginia,2011,60804,8110035
53,Washington,2011,49691,6822520
54,West Virginia,2011,21867,1854972
55,Wisconsin,2011,48410,5709640
56,Wyoming,2011,4387,567725
US,US,2011,2515458,311663358
