State_Code,State_Name,Year,Deaths,Population
01,Alabama,1972,34572,3541028
02,Alaska,1972,1440,326586
04,Arizona,1972,15810,2010557
05,Arkansas,1972,21798,2018461
06,California,1972,169984,20567494
08,Colorado,1972,17824,2403338
09,Connecticut,1972,26350,3061896
10,Delaware,1972,4962,573056
11,District of Columbia,1972,8462,745086
12,Florida,1972,83310,7522728
13,Georgia,1972,42986,4807764
15,Hawaii,1972,4304,828240
16,Idaho,1972,6352,763407
17,Illinois,1972,111298,11252067
18,Indiana,1972,49138,5292507
19,Iowa,1972,29932,2855438
20,Kansas,1972,22388,2254267
21,Kentucky,1972,34048,3335801
22,Louisiana,1972,34390,3761076
23,Maine,1972,11198,1033946
24,Maryland,1972,33408,4072805
25,Massachusetts,1972,57152,5750370
26,Michigan,1972,78674,9014281
27,Minnesota,1972,34554,3858737
28,Mississippi,1972,23680,2309917
29,Missouri,1972,52458,4751840
30,Montana,1972,6896,718846
31,Nebraska,1972,15534,1517247
32,Nevada,1972,4090,546589
33,New Hampshire,1972,7500,780678
34,New Jersey,1972,69250,7323158
35,New Mexico,1972,7926,1078424
36,New York,1972,185284,18321228
37,North Carolina,1972,47288,5296527
38,North Dakota,1972,5616,630758
39,Ohio,1972,101982,10736474
40,Oklahoma,1972,26936,2658621
41,Oregon,1972,20158,2192728
42,Pennsylvania,1972,127564,11889039
44,Rhode Island,1972,9540,974897
45,South Carolina,1972,23932,2719860
46,South Dakota,1972,7028,677239
47,Tennessee,1972,39374,4088236
48,Texas,1972,99338,11766356
49,Utah,1972,7322,1136077
50,Vermont,1972,4318,462654
51,Virginia,1972,40960,4825321
53,Washington,1972,29836,3440865
54,West Virginia,1972,20606,1797513
55,Wisconsin,1972,42120,4488640
56,Wyoming,1972,3074,346869
US,US,1972,1963944,209127537
