State_Code,State_Name,Year,Deaths,Population
01,Alabama,1970,33743,3450966
02,Alaska,1970,1438,303679
04,Arizona,1970,14865,1781244
05,Arkansas,1970,20664,1927204
06,California,1970,166338,20004933
08,Colorado,1970,17433,2213846
09,Connecticut,1970,25939,3032018
10,Delaware,1970,4916,548909
11,District of Columbia,1970,8851,759939
12,Florida,1970,74903,6806137
13,Georgia,1970,41819,4600450
15,Hawaii,1970,4023,772159
16,Idaho,1970,6155,714717
17,Illinois,1970,110680,11130872
18,Indiana,1970,48556,5203733
19,Iowa,1970,29387,2827012
20,Kansas,1970,21888,2252229
21,Kentucky,1970,33277,3226664
22,Louisiana,1970,33445,3649292
23,Maine,1970,11053,994539
24,Maryland,1970,32832,3923849
25,Massachusetts,1970,57278,5689726
26,Michigan,1970,76334,8892674
27,Minnesota,1970,33888,3808180
28,Mississippi,1970,23301,2224141
29,Missouri,1970,51851,4684287
30,Montana,1970,6602,695623
31,Nebraska,1970,15039,1486970
32,Nevada,1970,3856,489535
33,New Hampshire,1970,7356,737792
34,New Jersey,1970,68183,7173395
35,New Mexico,1970,7434,1019794
36,New York,1970,188026,18261534
37,North Carolina,1970,44737,5095097
38,North Dakota,1970,5613,618433
39,Ohio,1970,100453,10672758
40,Oklahoma,1970,26763,2564902
41,Oregon,1970,19516,2093869
42,Pennsylvania,1970,126996,11807864
44,Rhode Island,1970,9492,950100
45,South Carolina,1970,22780,2595822
46,South Dakota,1970,6566,667090
47,Tennessee,1970,38157,3933207
48,Texas,1970,94335,11230228
49,Utah,1970,7061,1063939
50,Vermont,1970,4449,445145
51,Virginia,1970,39015,4659549
53,Washington,1970,29954,3417820
54,West Virginia,1970,20063,1747554
55,Wisconsin,1970,40791,4419132
56,Wyoming,1970,2937,333243
US,US,1970,1921031,203603794
