State_Code,State_Name,Year,Deaths,Population
01,Alabama,2012,49301,4815960
02,Alaska,2012,3912,731089
04,Arizona,2012,49549,6549634
05,Arkansas,2012,30117,2950685
06,California,2012,242554,38011074
08,Colorado,2012,33133,5189867
09,Connecticut,2012,29316,3593795
10,Delaware,2012,7875,916993
11,District of Columbia,2012,4650,635327
12,Florida,2012,177291,19344156
13,Georgia,2012,72847,9914668
15,Hawaii,2012,10274,1391820
16,Idaho,2012,11998,1595911
17,Illinois,2012,102433,12870798
18,Indiana,2012,59332,6537743
19,Iowa,2012,28389,3076310
20,Kansas,2012,25145,2885262
21,Kentucky,2012,43664,4384799
22,Louisiana,2012,42320,4603429
23,Maine,2012,12870,1328895
24,Maryland,2012,44477,5889651
25,Massachusetts,2012,53177,6658008
26,Michigan,2012,89901,9887238
27,Minnesota,2012,40016,5380285
28,Mississippi,2012,29544,2984945
29,Missouri,2012,56094,6025415
30,Montana,2012,8976,1005196
31,Nebraska,2012,15659,1855725
32,Nevada,2012,20785,2752565
33,New Hampshire,2012,10730,1321182
34,New Jersey,2012,70534,8873211
35,New Mexico,2012,16710,2083784
36,New York,2012,148991,19602769
37,North Carolina,2012,81925,9746175
38,North Dakota,2012,6038,702087
39,Ohio,2012,112498,11550839
40,Oklahoma,2012,36870,3817054
41,Oregon,2012,32759,3899116
42,Pennsylvania,2012,126981,12771854
44,Rhode Island,2012,9354,1052901
45,South Carolina,2012,43198,4720760
46,South Dakota,2012,7333,834441
47,Tennessee,2012,61956,6454306
48,Texas,2012,174187,26071655
49,Utah,2012,15676,2855782
50,Vermont,2012,5491,626444
51,Virginia,2012,61564,8192048
53,Washington,2012,50105,6895226
54,West Virginia,2012,21915,1856560
55,Wisconsin,2012,48384,5726177
56,Wyoming,2012,4481,576765
US,US,2012,2543279,313998379
