State_Code,State_Name,Year,Deaths,Population
01,Alabama,1973,35408,3579861
02,Alaska,1973,1459,332940
04,Arizona,1973,16847,2125744
05,Arkansas,1973,22156,2058222
06,California,1973,172710,20847325
08,Colorado,1973,18674,2493738
09,Connecticut,1973,26714,3061705
10,Delaware,1973,4920,578025
11,District of Columbia,1973,8068,734382
12,Florida,1973,87938,7923830
13,Georgia,1973,43871,4905290
15,Hawaii,1973,4368,850988
16,Idaho,1973,6479,782170
17,Illinois,1973,110510,11249495
18,Indiana,1973,49671,5323335
19,Iowa,1973,29255,2858165
20,Kansas,1973,22789,2262344
21,Kentucky,1973,34434,3369509
22,Louisiana,1973,35039,3787218
23,Maine,1973,10870,1045235
24,Maryland,1973,32712,4098790
25,Massachusetts,1973,57318,5771004
26,Michigan,1973,78359,9059361
27,Minnesota,1973,33851,3876121
28,Mississippi,1973,24022,2350797
29,Missouri,1973,51976,4770262
30,Montana,1973,6867,726987
31,Nebraska,1973,14998,1526978
32,Nevada,1973,4264,568252
33,New Hampshire,1973,7583,800313
34,New Jersey,1973,68687,7321409
35,New Mexico,1973,8119,1104795
36,New York,1973,181287,18162182
37,North Carolina,1973,47755,5380033
38,North Dakota,1973,5767,631908
39,Ohio,1973,101510,10752148
40,Oklahoma,1973,27349,2693197
41,Oregon,1973,20906,2235886
42,Pennsylvania,1973,126632,11865647
44,Rhode Island,1973,9509,976062
45,South Carolina,1973,24896,2775712
46,South Dakota,1973,6643,678608
47,Tennessee,1973,39794,4137128
48,Texas,1973,101647,12020386
49,Utah,1973,7585,1170108
50,Vermont,1973,4504,467563
51,Virginia,1973,41151,4901476
53,Washington,1973,30812,3471792
54,West Virginia,1973,19955,1804276
55,Wisconsin,1973,41295,4508777
56,Wyoming,1973,3070,353345
US,US,1973,1973003,211130824
