State_Code,State_Name,Year,Deaths,Population
01,Alabama,1986,37718,3993162
02,Alaska,1986,2090,544113
04,Arizona,1986,25569,3315309
05,Arkansas,1986,23968,2332608
06,California,1986,203293,27149692
08,Colorado,1986,20810,3239353
09,Connecticut,1986,28096,3226567
10,Delaware,1986,5631,628001
11,District of Columbia,1986,7284,640289
12,Florida,1986,123504,11682730
13,Georgia,1986,49347,6090642
15,Hawaii,1986,5874,1052609
16,Idaho,1986,7388,988853
17,Illinois,1986,103371,11390893
18,Indiana,1986,49366,5454341
19,Iowa,1986,27066,2789767
20,Kansas,1986,22298,2433204
21,Kentucky,1986,34818,3686796
22,Louisiana,1986,36373,4407247
23,Maine,1986,11237,1170191
24,Maryland,1986,37358,4491956
25,Massachusetts,1986,55803,5908572
26,Michigan,1986,80222,9131461
27,Minnesota,1986,35082,4205059
28,Mississippi,1986,24429,2592534
29,Missouri,1986,50180,5023917
30,Montana,1986,6754,812728
31,Nebraska,1986,14678,1573401
32,Nevada,1986,7410,981594
33,New Hampshire,1986,8592,1026391
34,New Jersey,1986,71655,7631703
35,New Mexico,1986,10114,1463653
36,New York,1986,173540,17855619
37,North Carolina,1986,54609,6326197
38,North Dakota,1986,5289,668770
39,Ohio,1986,99716,10731362
40,Oklahoma,1986,29950,3249991
41,Oregon,1986,23381,2683141
42,Pennsylvania,1986,124395,11787507
44,Rhode Island,1986,9718,978176
45,South Carolina,1986,28141,3344298
46,South Dakota,1986,6579,695608
47,Tennessee,1986,44250,4740418
48,Texas,1986,118747,16578053
49,Utah,1986,8939,1661876
50,Vermont,1986,4760,534224
51,Virginia,1986,46516,5817306
53,Washington,1986,34253,4453602
54,West Virginia,1986,19868,1881152
55,Wisconsin,1986,42114,4755750
56,Wyoming,1986,3218,494693
US,US,1986,2105361,240297079
