State_Code,State_Name,Year,Deaths,Population
01,Alabama,2020,64779,4921532
02,Alaska,2020,5170,731158
04,Arizona,2020,75747,7421401
05,Arkansas,2020,38108,3030522
06,California,2020,319808,39368078
08,Colorado,2020,46918,5807719
09,Connecticut,2020,37853,3557006
10,Delaware,2020,11072,986809
11,District of Columbia,2020,6198,712816
12,Florida,2020,239685,21733312
13,Georgia,2020,103075,10710017
15,Hawaii,2020,12033,1407006
16,Idaho,2020,16402,1826913
17,Illinois,2020,132663,12587530
18,Indiana,2020,78194,6754953
19,Iowa,2020,35981,3163561
20,Kansas,2020,32060,2913805
21,Kentucky,2020,55880,4477251
22,Louisiana,2020,56752,4645318
23,Maine,2020,15740,1350141
24,Maryland,2020,60072,6055802
25,Massachusetts,2020,68223,6893574
26,Michigan,2020,117106,9966555
27,Minnesota,2020,52372,5657342
28,Mississippi,2020,40190,2966786
29,Missouri,2020,73887,6151548
30,Montana,2020,12027,1080577
31,Nebraska,2020,19549,1937552
32,Nevada,2020,30618,3138259
33,New Hampshire,2020,13700,1366275
34,New Jersey,2020,96003,8882371
35,New Mexico,2020,23807,2106319
36,New York,2020,203341,19336776
37,North Carolina,2020,109449,10600823
38,North Dakota,2020,8052,765309
39,Ohio,2020,143700,11693217
40,Oklahoma,2020,47809,3980783
41,Oregon,2020,40220,4241507
42,Pennsylvania,2020,155546,12783254
44,Rhode Island,2020,11819,1057125
45,South Carolina,2020,61223,5218040
46,South Dakota,2020,9861,892717
47,Tennessee,2020,84205,6886834
48,Texas,2020,250339,29360759
49,Utah,2020,21497,3249879
50,Vermont,2020,6459,623347
51,Virginia,2020,80596,8590563
53,Washington,2020,63146,7693612
54,West Virginia,2020,26106,1784787
55,Wisconsin,2020,62706,5832655
56,Wyoming,2020,5983,582328
US,US,2020,3383729,329484123
