State_Code,State_Name,Year,Deaths,Population
01,Alabama,1968,33553,3389630
02,Alaska,1968,1349,288511
04,Arizona,1968,13780,1635753
05,Arkansas,1968,20947,1868694
06,California,1968,160806,19577730
08,Colorado,1968,17726,2097804
09,Connecticut,1968,26790,3000614
10,Delaware,1968,4896,527786
11,District of Columbia,1968,8805,772686
12,Florida,1968,69680,6347790
13,Georgia,1968,41385,4445076
15,Hawaii,1968,4113,748941
16,Idaho,1968,6012,682954
17,Illinois,1968,113192,11030373
18,Indiana,1968,49562,5140340
19,Iowa,1968,29900,2800640
20,Kansas,1968,22522,2262716
21,Kentucky,1968,33083,3130971
22,Louisiana,1968,34350,3575874
23,Maine,1968,11117,968248
24,Maryland,1968,32642,3808464
25,Massachusetts,1968,59433,5641784
26,Michigan,1968,77473,8793156
27,Minnesota,1968,33903,3757906
28,Mississippi,1968,24014,2166528
29,Missouri,1968,52168,4633208
30,Montana,1968,6552,676270
31,Nebraska,1968,15024,1465971
32,Nevada,1968,3534,451275
33,New Hampshire,1968,7430,707513
34,New Jersey,1968,68782,7043790
35,New Mexico,1968,7157,977218
36,New York,1968,193167,18150160
37,North Carolina,1968,44339,4953541
38,North Dakota,1968,5601,609577
39,Ohio,1968,102993,10590808
40,Oklahoma,1968,25740,2495953
41,Oregon,1968,19048,2021946
42,Pennsylvania,1968,131275,11730765
44,Rhode Island,1968,9728,934364
45,South Carolina,1968,23453,2509155
46,South Dakota,1968,6539,663937
47,Tennessee,1968,37478,3828995
48,Texas,1968,93163,10844761
49,Utah,1968,6886,1012780
50,Vermont,1968,4562,433198
51,Virginia,1968,39814,4537069
53,Washington,1968,30466,3382136
54,West Virginia,1968,19789,1717533
55,Wisconsin,1968,41400,4376368
56,Wyoming,1968,2961,324329
US,US,1968,1930082,199533589
