State_Code,State_Name,Year,Deaths,Population
01,Alabama,2016,52466,4863300
02,Alaska,2016,4494,741894
04,Arizona,2016,56645,6931071
05,Arkansas,2016,31756,2988248
06,California,2016,262240,39250017
08,Colorado,2016,37530,5540545
09,Connecticut,2016,30543,3576452
10,Delaware,2016,8874,952065
11,District of Columbia,2016,5037,681170
12,Florida,2016,197313,20612439
13,Georgia,2016,81428,10310371
15,Hawaii,2016,10913,1428557
16,Idaho,2016,13366,1683140
17,Illinois,2016,107020,12801539
18,Indiana,2016,63473,6633053
19,Iowa,2016,29538,3134693
20,Kansas,2016,26245,2907289
21,Kentucky,2016,47827,4436974
22,Louisiana,2016,44306,4681666
23,Maine,2016,14182,1331479
24,Maryland,2016,48824,6016447
25,Massachusetts,2016,56961,6811779
26,Michigan,2016,96231,9928300
27,Minnesota,2016,43078,5519952
28,Mississippi,2016,31741,2988726
29,Missouri,2016,59873,6093000
30,Montana,2016,9905,1042520
31,Nebraska,2016,16217,1907116
32,Nevada,2016,23902,2940058
33,New Hampshire,2016,12203,1334795
34,New Jersey,2016,73155,8944469
35,New Mexico,2016,18365,2081015
36,New York,2016,154358,19745289
37,North Carolina,2016,90465,10146788
38,North Dakota,2016,6242,757952
39,Ohio,2016,119572,11614373
40,Oklahoma,2016,39276,3923561
41,Oregon,2016,35778,4093465
42,Pennsylvania,2016,133040,12784227
44,Rhode Island,2016,9735,1056426
45,South Carolina,2016,48130,4961119
46,South Dakota,2016,7845,865454
47,Tennessee,2016,67857,6651194
48,Texas,2016,191966,27862596
49,Utah,2016,17913,3051217
50,Vermont,2016,5909,624594
51,Virginia,2016,66473,8411808
53,Washington,2016,54769,7288000
54,West Virginia,2016,22732,1831102
55,Wisconsin,2016,51815,5778708
56,Wyoming,2016,4722,585501
US,US,2016,2744248,323127513
