State_Code,State_Name,Year,Deaths,Population
01,Alabama,1978,34680,3836401
02,Alaska,1978,1690,403301
04,Arizona,1978,19198,2521569
05,Arkansas,1978,21896,2241861
06,California,1978,176069,22877677
08,Colorado,1978,18361,2770305
09,Connecticut,1978,26078,3095187
10,Delaware,1978,4957,598626
11,District of Columbia,1978,7065,672100
12,Florida,1978,95595,9136789
13,Georgia,1978,43298,5289380
15,Hawaii,1978,4563,930899
16,Idaho,1978,6507,913257
17,Illinois,1978,103026,11444137
18,Indiana,1978,47548,5448023
19,Iowa,1978,27450,2920970
20,Kansas,1978,21665,2335833
21,Kentucky,1978,33421,3614071
22,Louisiana,1978,35242,4080867
23,Maine,1978,10179,1115688
24,Maryland,1978,33130,4212541
25,Massachusetts,1978,52660,5743136
26,Michigan,1978,74968,9205747
27,Minnesota,1978,33316,4008285
28,Mississippi,1978,23350,2490446
29,Missouri,1978,49442,4875833
30,Montana,1978,6488,785301
31,Nebraska,1978,14443,1562649
32,Nevada,1978,5056,720379
33,New Hampshire,1978,7408,894154
34,New Jersey,1978,65993,7357451
35,New Mexico,1978,8456,1254377
36,New York,1978,167572,17727471
37,North Carolina,1978,47322,5741716
38,North Dakota,1978,5491,651776
39,Ohio,1978,96569,10800633
40,Oklahoma,1978,27943,2915465
41,Oregon,1978,20895,2512458
42,Pennsylvania,1978,120074,11868307
44,Rhode Island,1978,8873,957172
45,South Carolina,1978,24112,3044232
46,South Dakota,1978,6492,690535
47,Tennessee,1978,38745,4465346
48,Texas,1978,103845,13518570
49,Utah,1978,7892,1369925
50,Vermont,1978,4426,498405
51,Virginia,1978,40767,5286164
53,Washington,1978,30490,3889962
54,West Virginia,1978,19646,1921469
55,Wisconsin,1978,40324,4633340
56,Wyoming,1978,3112,431897
US,US,1978,1927788,222282083
