State_Code,State_Name,Year,Deaths,Population
01,Alabama,1996,42827,4334219
02,Alaska,1996,Missing,Missing
04,Arizona,1996,36592,4589841
05,Arkansas,1996,26534,2573244
06,California,1996,223447,32046821
08,Colorado,1996,25723,3921395
09,Connecticut,1996,29560,3337947
10,Delaware,1996,6503,741330
11,District of Columbia,1996,6624,573994
12,Florida,1996,153443,14860585
13,Georgia,1996,58754,7506543
15,Hawaii,1996,7948,1205599
16,Idaho,1996,8714,1203432
17,Illinois,1996,106092,12109540
18,Indiana,1996,52969,5908417
19,Iowa,1996,27840,2880950
20,Kansas,1996,23902,2615563
21,Kentucky,1996,37272,3920721
22,Louisiana,1996,39586,4401947
23,Maine,1996,11741,1249196
24,Maryland,1996,41955,5113159
25,Massachusetts,1996,55331,6180890
26,Michigan,1996,83622,9761416
27,Minnesota,1996,37184,4713977
28,Mississippi,1996,26682,2749883
29,Missouri,1996,53910,5434012
30,Montana,1996,7707,886342
31,Nebraska,1996,15484,1674423
32,Nevada,1996,13185,1666989
33,New Hampshire,1996,9395,1174827
34,New Jersey,1996,73205,8153445
35,New Mexico,1996,12481,1753127
36,New York,1996,164395,18601063
37,North Carolina,1996,66293,7505290
38,North Dakota,1996,6011,650563
39,Ohio,1996,105202,11244913
40,Oklahoma,1996,33119,3341657
41,Oregon,1996,28913,3248377
42,Pennsylvania,1996,129280,12225148
44,Rhode Island,1996,9546,1020486
45,South Carolina,1996,34053,3797265
46,South Dakota,1996,6797,742683
47,Tennessee,1996,51419,5419660
48,Texas,1996,139962,19352289
49,Utah,1996,11112,2069474
50,Vermont,1996,4870,593894
51,Virginia,1996,53505,6754598
53,Washington,1996,42256,5572322
54,West Virginia,1996,20420,1823203
55,Wisconsin,1996,45141,5236721
56,Wyoming,1996,3602,488168
US,US,1996,2314690,269540779
