State_Code,State_Name,Year,Deaths,Population
01,Alabama,2003,46716,4503491
02,Alaska,2003,3180,648414
04,Arizona,2003,43392,5510364
05,Arkansas,2003,27918,2724816
06,California,2003,239371,35253159
08,Colorado,2003,29506,4528732
09,Connecticut,2003,29627,3484336
10,Delaware,2003,7070,818003
11,District of Columbia,2003,5573,568502
12,Florida,2003,168657,17004085
13,Georgia,2003,66478,8622793
15,Hawaii,2003,8978,1251154
16,Idaho,2003,10380,1363380
17,Illinois,2003,105325,12556006
18,Indiana,2003,55968,6196638
19,Iowa,2003,28062,2941999
20,Kansas,2003,24593,2723004
21,Kentucky,2003,40241,4117170
22,Louisiana,2003,42719,4521042
23,Maine,2003,12540,1306513
24,Maryland,2003,44499,5496269
25,Massachusetts,2003,56291,6422565
26,Michigan,2003,86728,10041152
27,Minnesota,2003,37620,5053572
28,Mississippi,2003,28489,2868312
29,Missouri,2003,55582,5709403
30,Montana,2003,8467,919630
31,Nebraska,2003,15465,1738643
32,Nevada,2003,17858,2248850
33,New Hampshire,2003,9708,1279840
34,New Jersey,2003,73689,8601402
35,New Mexico,2003,14805,1877574
36,New York,2003,155877,19175939
37,North Carolina,2003,73459,8422501
38,North Dakota,2003,6090,638817
39,Ohio,2003,109110,11434788
40,Oklahoma,2003,35721,3504892
41,Oregon,2003,30912,3547376
42,Pennsylvania,2003,129769,12374658
44,Rhode Island,2003,10039,1071342
45,South Carolina,2003,38112,4150297
46,South Dakota,2003,7132,763729
47,Tennessee,2003,57313,5847812
48,Texas,2003,154870,22030931
49,Utah,2003,13412,2360137
50,Vermont,2003,5120,617858
51,Virginia,2003,58282,7366977
53,Washington,2003,45920,6104115
54,West Virginia,2003,21306,1812295
55,Wisconsin,2003,46177,5479203
56,Wyoming,2003,4172,503453
US,US,2003,2448288,290107933
