State_Code,State_Name,Year,Deaths,Population
01,Alabama,2010,48038,4779736
02,Alaska,2010,3728,710231
04,Arizona,2010,46762,6392017
05,Arkansas,2010,28916,2915918
06,California,2010,234012,37253956
08,Colorado,2010,31465,5029196
09,Connecticut,2010,28692,3574097
10,Delaware,2010,7706,897934
11,District of Columbia,2010,4672,601723
12,Florida,2010,173791,18801310
13,Georgia,2010,71263,9687653
15,Hawaii,2010,9617,1360301
16,Idaho,2010,11429,1567582
17,Illinois,2010,99931,12830632
18,Indiana,2010,56743,6483802
19,Iowa,2010,27745,3046355
20,Kansas,2010,24502,2853118
21,Kentucky,2010,41983,4339367
22,Louisiana,2010,40667,4533372
23,Maine,2010,12750,1328361
24,Maryland,2010,43325,5773552
25,Massachusetts,2010,52583,6547629
26,Michigan,2010,88021,9883640
27,Minnesota,2010,38972,5303925
28,Mississippi,2010,28965,2967297
29,Missouri,2010,55281,5988927
30,Montana,2010,8827,989415
31,Nebraska,2010,15171,1826341
32,Nevada,2010,19623,2700551
33,New Hampshire,2010,10201,1316470
34,New Jersey,2010,69495,8791894
35,New Mexico,2010,15931,2059179
36,New York,2010,146432,19378102
37,North Carolina,2010,78773,9535483
38,North Dakota,2010,5944,672591
39,Ohio,2010,108711,11536504
40,Oklahoma,2010,36529,3751351
41,Oregon,2010,31890,3831074
42,Pennsylvania,2010,124596,12702379
44,Rhode Island,2010,9579,1052567
45,South Carolina,2010,41614,4625364
46,South Dakota,2010,7100,814180
47,Tennessee,2010,59578,6346105
48,Texas,2010,166527,25145561
49,Utah,2010,14776,2763885
50,Vermont,2010,5380,625741
51,Virginia,2010,59032,8001024
53,Washington,2010,48146,6724540
54,West Virginia,2010,21275,1852994
55,Wisconsin,2010,47308,5686986
56,Wyoming,2010,4438,563626
US,US,2010,2468435,308745538
