State_Code,State_Name,Year,Deaths,Population
01,Alabama,1971,33777,3503319
02,Alaska,1971,1474,317012
04,Arizona,1971,15669,1900461
05,Arkansas,1971,20844,1975096
06,California,1971,169322,20347014
08,Colorado,1971,17887,2305234
09,Connecticut,1971,26139,3057560
10,Delaware,1971,4824,565378
11,District of Columbia,1971,8559,753476
12,Florida,1971,77093,7175434
13,Georgia,1971,41706,4717791
15,Hawaii,1971,4193,802549
16,Idaho,1971,6330,739758
17,Illinois,1971,109848,11214321
18,Indiana,1971,48880,5254207
19,Iowa,1971,29565,2850320
20,Kansas,1971,22210,2247606
21,Kentucky,1971,33609,3303591
22,Louisiana,1971,33132,3713808
23,Maine,1971,10747,1016358
24,Maryland,1971,32361,4019719
25,Massachusetts,1971,57027,5733536
26,Michigan,1971,77291,8974164
27,Minnesota,1971,33897,3848481
28,Mississippi,1971,23454,2271036
29,Missouri,1971,50981,4726673
30,Montana,1971,6854,711731
31,Nebraska,1971,15179,1505413
32,Nevada,1971,3980,520601
33,New Hampshire,1971,7471,762420
34,New Jersey,1971,68765,7277865
35,New Mexico,1971,7634,1055541
36,New York,1971,186616,18356459
37,North Carolina,1971,44910,5207765
38,North Dakota,1971,5594,626719
39,Ohio,1971,99976,10741460
40,Oklahoma,1971,25886,2622460
41,Oregon,1971,20061,2149614
42,Pennsylvania,1971,127052,11882336
44,Rhode Island,1971,9355,963783
45,South Carolina,1971,23158,2666694
46,South Dakota,1971,6714,672094
47,Tennessee,1971,37839,4015706
48,Texas,1971,94902,11533927
49,Utah,1971,7269,1104169
50,Vermont,1971,4402,454323
51,Virginia,1971,39605,4756532
53,Washington,1971,30408,3446521
54,West Virginia,1971,19689,1773183
55,Wisconsin,1971,40350,4456250
56,Wyoming,1971,3054,340281
US,US,1971,1927542,206937749
