State_Code,State_Name,Year,Deaths,Population
01,Alabama,2015,51909,4853875
02,Alaska,2015,4316,737709
04,Arizona,2015,54299,6817565
05,Arkansas,2015,31617,2977853
06,California,2015,259206,38993940
08,Colorado,2015,36349,5448819
09,Connecticut,2015,30535,3584730
10,Delaware,2015,8582,944076
11,District of Columbia,2015,4871,670377
12,Florida,2015,191737,20244914
13,Georgia,2015,79942,10199398
15,Hawaii,2015,11053,1425157
16,Idaho,2015,13026,1652828
17,Illinois,2015,106872,12839047
18,Indiana,2015,62713,6612768
19,Iowa,2015,29600,3121997
20,Kansas,2015,26664,2906721
21,Kentucky,2015,46564,4424611
22,Louisiana,2015,43716,4668960
23,Maine,2015,14479,1329453
24,Maryland,2015,47247,5994983
25,Massachusetts,2015,57806,6784240
26,Michigan,2015,95140,9917715
27,Minnesota,2015,42800,5482435
28,Mississippi,2015,31783,2989390
29,Missouri,2015,59871,6076204
30,Montana,2015,9942,1032073
31,Nebraska,2015,16740,1893765
32,Nevada,2015,22879,2883758
33,New Hampshire,2015,11984,1330111
34,New Jersey,2015,72271,8935421
35,New Mexico,2015,17685,2080328
36,New York,2015,153628,19747183
37,North Carolina,2015,89133,10035186
38,North Dakota,2015,6223,756835
39,Ohio,2015,118188,11605090
40,Oklahoma,2015,39422,3907414
41,Oregon,2015,35705,4024634
42,Pennsylvania,2015,132598,12791904
44,Rhode Island,2015,10163,1055607
45,South Carolina,2015,47198,4894834
46,South Dakota,2015,7731,857919
47,Tennessee,2015,66570,6595056
48,Texas,2015,189654,27429639
49,Utah,2015,17334,2990632
50,Vermont,2015,5919,626088
51,Virginia,2015,65577,8367587
53,Washington,2015,54595,7160290
54,West Virginia,2015,22752,1841053
55,Wisconsin,2015,51264,5767891
56,Wyoming,2015,4778,586555
US,US,2015,2712630,320896618
