State_Code,State_Name,Year,Deaths,Population
01,Alabama,2002,46069,4480089
02,Alaska,2002,3030,642337
04,Arizona,2002,42816,5396255
05,Arkansas,2002,28513,2705927
06,California,2002,234565,34871843
08,Colorado,2002,29210,4490406
09,Connecticut,2002,30122,3458749
10,Delaware,2002,6861,806169
11,District of Columbia,2002,5851,573158
12,Florida,2002,167814,16689370
13,Georgia,2002,65449,8508256
15,Hawaii,2002,8801,1239613
16,Idaho,2002,9923,1340372
17,Illinois,2002,106667,12525556
18,Indiana,2002,55396,6155967
19,Iowa,2002,27978,2934234
20,Kansas,2002,25021,2713535
21,Kentucky,2002,40697,4089875
22,Louisiana,2002,41984,4497267
23,Maine,2002,12694,1295960
24,Maryland,2002,43970,5440389
25,Massachusetts,2002,56928,6417206
26,Michigan,2002,87795,10015710
27,Minnesota,2002,38510,5018935
28,Mississippi,2002,28853,2858681
29,Missouri,2002,55940,5674825
30,Montana,2002,8506,911667
31,Nebraska,2002,15738,1728292
32,Nevada,2002,16927,2173791
33,New Hampshire,2002,9853,1269089
34,New Jersey,2002,74009,8552643
35,New Mexico,2002,14344,1855309
36,New York,2002,158118,19137800
37,North Carolina,2002,72027,8326201
38,North Dakota,2002,5892,638168
39,Ohio,2002,109766,11407889
40,Oklahoma,2002,35502,3489080
41,Oregon,2002,31119,3513424
42,Pennsylvania,2002,130223,12331031
44,Rhode Island,2002,10246,1065995
45,South Carolina,2002,37736,4107795
46,South Dakota,2002,6898,760020
47,Tennessee,2002,56606,5795918
48,Texas,2002,155524,21690325
49,Utah,2002,13116,2324815
50,Vermont,2002,5075,615442
51,Virginia,2002,57196,7286873
53,Washington,2002,45338,6052349
54,West Virginia,2002,21016,1805414
55,Wisconsin,2002,46981,5445162
56,Wyoming,2002,4174,500017
US,US,2002,2443387,287625193
